Rayon;Libellé produit;Marque;Code Produit;Température;Conditionnement;Unité de commande;Prix;Prix à l'unité de mesure;Prix à la portion;DLC garantie au client
Accompagnements Assaisonnement;Céréale gourmande bio;TIPIAK RESTAURATION;800632;Ambiant;Par sac de 4.5 kg. ;sac; 23,72 EUR;  5,27 EUR / kg;;30 jour(s)
Pains Viennoiserie Pâtes;Pain au chocolat. pret à cuire, au beurre,. AOP charente-poitou;ECLAT DU TERROIR;801779;Surgele;Portion de 80 g. Colis de 60 portions. ;colis; 39,59 EUR;  8,25 EUR / kg;  0,66 EUR / Portion;30 jour(s)
Pains Viennoiserie Pâtes;Croissant au beurre. pret à cuire. AOP charente-poitou;ECLAT DU TERROIR;801787;Surgele;Portion de 80 g. Colis de 60 portions. ;colis; 35,44 EUR;  7,38 EUR / kg;  0,59 EUR / Portion;30 jour(s)
Pains Viennoiserie Pâtes;Torsade aux cranberries. pret à cuire;BRIDOR;804450;Surgele;Portion de 30 g. Colis de 100 portions. ;colis; 34,38 EUR; 11,46 EUR / kg;  0,34 EUR / Portion;30 jour(s)
Desserts Glaces;Compote de pommes. allégée en sucres. HVE;VALADE EN CORREZE;804971;Ambiant;Portion de 100 g. Colis de 120 portions. ;colis; 26,09 EUR;  2,17 EUR / kg;  0,22 EUR / Portion;30 jour(s)
Pains Viennoiserie Pâtes;Graines de sésame blanc;OLYMPFRUITS;805358;Ambiant;Par paquet de 1 kg. Colis de 5 paquets. ;paquet;  5,19 EUR;  5,19 EUR / kg; 25,95 EUR / colis;30 jour(s)
Accompagnements Assaisonnement;Mayonnaise aux oeufs frais;LESIEUR;807363;Ambiant;Par flacon de 450 ml. Colis de 12 flacons. ;flacon;  3,74 EUR;  8,32 EUR / L; 44,90 EUR / colis;30 jour(s)
Accompagnements Assaisonnement;Pois cassé bio;SABAROT;811423;Ambiant;Par sac de 5 kg. ;sac; 15,13 EUR;  3,03 EUR / kg;;30 jour(s)
Équipement Hygiène;Serviette ouate blanche. 2 plis. dimension 39 x 39 cm;TORK;811528;Ambiant;Paquet de 150 portions. ;paquet;  4,07 EUR;;  0,03 EUR / Portion;
Épicerie;Pâte à tartiner;VALADE EN CORREZE;811670;Ambiant;Portion de 20 g. Colis de 120 portions. ;colis; 21,48 EUR;  8,95 EUR / kg;  0,18 EUR / Portion;30 jour(s)
Viandes Volailles Gibier;Sauté de veau V épaule/bas. carré;BEAUVALLET RESTAURATION;822258;Frais;Par sachet de 2 kg. ;sachet; 30,25 EUR; 15,13 EUR / kg;;7 jour(s)
Épicerie;Sucre en poudre. en sachet dose;;822835;Ambiant;Portion de 5 g. Colis de 1000 portions. ;colis; 15,87 EUR;  3,17 EUR / kg;  0,02 EUR / Portion;
Viandes Volailles Gibier;Poulet fermier Label rouge. de Loué blanc, pac nu;LOUE;832766;Frais;Pièce de 1.4 kg. Colis de 4 pièces. ;colis; 36,75 EUR;  6,56 EUR / kg;  9,19 EUR / pièce;5 jour(s)
Crèmerie Œufs Fromages;Crème anglaise vanille. bourbon. avec grains de vanille;PRESIDENT PRO;833642;Frais;Par bouteille de 1 litre. Colis de 6 bouteilles. ;bouteille;  4,01 EUR;  4,01 EUR / L; 24,04 EUR / colis;7 jour(s)
Crèmerie Œufs Fromages;Préparation pour tiramisu. au mascarpone;GALBANI PRO;833643;Frais;Par brick de 1 litre. Colis de 6 bricks. ;brick;  8,42 EUR;  8,42 EUR / L; 50,54 EUR / colis;7 jour(s)
Épicerie;Spécial K;KELLOGG'S;833810;Ambiant;Portion de 500 g. Colis de 8 portions. ;colis; 43,28 EUR; 10,82 EUR / kg;  5,41 EUR / Portion;30 jour(s)
Charcuterie Traiteur;Poitrine porc s/vide;BEAUVALLET RESTAURATION;834291;Frais;Portion de 110 g. Colis de 20 portions. ;colis; 24,08 EUR; 10,95 EUR / kg;  1,20 EUR / Portion;7 jour(s)
Viandes Volailles Gibier;Côte d'échine de porc;BEAUVALLET RESTAURATION;835652;Frais;Portion de 170 g. Colis de 10 portions. ;colis; 15,14 EUR;  8,90 EUR / kg;  1,51 EUR / Portion;3 jour(s)
Fruits et Légumes;Pomme pink lady 80/85. catégorie 1;STKFL;838178;Frais;Par colis de 4 kg. ;colis; 15,01 EUR;  3,75 EUR / kg;;
Boissons;Jus de pomme Tropicana;TROPICANA;838698;Ambiant;Par bag in box de 10 litre. ;bag in box; 34,77 EUR;  3,48 EUR / L;;30 jour(s)
Épicerie;Nutella;NUTELLA;838839;Ambiant;Portion de 15 g. Colis de 120 portions. ;colis; 22,71 EUR; 12,62 EUR / kg;  0,19 EUR / Portion;30 jour(s)
Viandes Volailles Gibier;Filet de poulet;;840387;Frais;Par barquette de 2.5 kg. Colis de 4 barquettes. ;barquette; 21,58 EUR;  8,63 EUR / kg; 86,31 EUR / colis;3 jour(s)
Charcuterie Traiteur;Chipolata sans colorant. sans conservateur;;840637;Surgele;Portion de 50 g. Colis de 100 portions. ;colis; 37,83 EUR;  7,57 EUR / kg;  0,38 EUR / Portion;30 jour(s)
Charcuterie Traiteur;Chair à saucisse sans colorant. sans conservateur;;840652;Surgele;Portion de 500 g. Sachet de 2 portions. ;sachet;  8,66 EUR;  8,66 EUR / kg;  4,33 EUR / Portion;30 jour(s)
Crèmerie Œufs Fromages;Omelette nature bio;COCOTINE;842195;Surgele;Portion de 90 g. Colis de 60 portions. ;colis; 48,48 EUR;  8,98 EUR / kg;  0,81 EUR / Portion;30 jour(s)
Pains Viennoiserie Pâtes;Brioche sucrée;CHATEAU BLANC;842872;Surgele;Portion de 430 g. Colis de 20 portions. ;colis; 68,13 EUR;  7,92 EUR / kg;  3,41 EUR / Portion;30 jour(s)
Épicerie;Thé noir Earl Grey 100 sachets. fraicheur;LIPTON;844559;Ambiant;Portion de 2 g. Boite de 100 portions. ;boite;  9,56 EUR; 47,81 EUR / kg;  0,10 EUR / Portion;30 jour(s)
Crèmerie Œufs Fromages;Yaourt vanille bio. pot de 125 g. lot de 4 pots;LACTEL;844736;Frais;Portion de 125 g. Colis de 24 portions. ;colis; 13,18 EUR;  4,39 EUR / kg;  0,55 EUR / Portion;7 jour(s)
Épicerie;Coco pops riz choc;KELLOGG'S;844942;Ambiant;Portion de 500 g. Colis de 8 portions. ;colis; 42,96 EUR; 10,74 EUR / kg;  5,37 EUR / Portion;30 jour(s)
Pains Viennoiserie Pâtes;Biscotte au froment. sachet de 2 tranches;PASQUIER;844952;Ambiant;Portion de 15 g. Colis de 208 portions. ;colis; 14,41 EUR;  4,62 EUR / kg;  0,07 EUR / Portion;30 jour(s)
Crèmerie Œufs Fromages;Reblochon de Savoie aop. 27% m.g.;POCHAT;847574;Frais;Par pièce de 450 g. Colis de 6 pièces. ;pièce; 10,89 EUR; 24,20 EUR / kg; 65,35 EUR / colis;7 jour(s)
Crèmerie Œufs Fromages;Lait uht 1/2 ecreme bio. bouteille de 1 l;LACTEL;847962;Frais;Bouteille de 1 litre. Colis de 6 bouteilles. ;colis; 11,96 EUR;  1,99 EUR / L;  1,99 EUR / bouteille;7 jour(s)
Accompagnements Assaisonnement;Huile d'olive bio. extra vierge;BORGES;848044;Ambiant;Par bouteille de 500 ml. Colis de 12 bouteilles. ;bouteille;  6,30 EUR; 12,60 EUR / L; 75,61 EUR / colis;30 jour(s)
Crèmerie Œufs Fromages;Comté 1/12 de meule 35 % m.g.. 4 mois d'affinage aop;ERMITAGE;848242;Frais;Par pièce de 3.5 kg. Colis de 3 pièces. ;pièce; 54,80 EUR; 15,66 EUR / kg;164,39 EUR / colis;7 jour(s)
Viandes Volailles Gibier;Egrene pour boeuf. bio, 15 % m.g.;CHARAL;850768;Surgele;Par sachet de 1 kg. Colis de 6 sachets. ;sachet; 16,59 EUR; 16,59 EUR / kg; 99,56 EUR / colis;30 jour(s)
Fruits et Légumes;Poivron jaune;STKFL;852087;Frais;Par filet de 1 kg. ;filet;  3,41 EUR;  3,41 EUR / kg;;4 jour(s)
Viandes Volailles Gibier;Bavette d'aloyau vbf;BEAUVALLET RESTAURATION;853119;Frais;Portion de 180 g. Colis de 10 portions. ;colis; 50,66 EUR; 28,14 EUR / kg;  5,07 EUR / Portion;7 jour(s)
Boissons;Mojito. the fetichist;THE FETICHIST;854606;Ambiant;Par bag in box de 5 litre. ;bag in box; 75,00 EUR; 15,00 EUR / L;;
Boissons;Pornstar martini. the fetichist;THE FETICHIST;854607;Ambiant;Par bag in box de 5 litre. ;bag in box; 75,00 EUR; 15,00 EUR / L;;
Viandes Volailles Gibier;Carré de côte de boeuf. dévertébré vbf;BEAUVALLET RESTAURATION;855493;Frais;Par pièce de 5 kg. ;pièce;113,15 EUR; 22,63 EUR / kg;;7 jour(s)
Accompagnements Assaisonnement;Fonds blanc de volaille. pour 20 à 40 l;CHEF;859074;Ambiant;Par boite de 800 g. Colis de 6 boites. ;boite; 18,65 EUR; 23,31 EUR / kg;111,87 EUR / colis;30 jour(s)
Épicerie;Confiture fraise;BONNE MAMAN;860008;Ambiant;Pot de 30 g. Colis de 60 pots. ;colis; 23,52 EUR; 13,07 EUR / kg;  0,39 EUR / pot;30 jour(s)
Épicerie;Confiture extra abricot;BONNE MAMAN;860009;Ambiant;Pot de 30 g. Colis de 60 pots. ;colis; 23,52 EUR; 13,07 EUR / kg;  0,39 EUR / pot;30 jour(s)
Épicerie;Confiture cerise;BONNE MAMAN;860010;Ambiant;Pot de 30 g. Colis de 60 pots. ;colis; 25,86 EUR; 14,37 EUR / kg;  0,43 EUR / pot;30 jour(s)
Épicerie;Confiture extre pêche;BONNE MAMAN;860011;Ambiant;Pot de 30 g. Colis de 60 pots. ;colis; 27,66 EUR; 15,37 EUR / kg;  0,46 EUR / pot;30 jour(s)
Épicerie;Confiture myrtille sauvage;BONNE MAMAN;860012;Ambiant;Pot de 30 g. Colis de 60 pots. ;colis; 35,10 EUR; 19,50 EUR / kg;  0,59 EUR / pot;30 jour(s)
Épicerie;Marmelade oranges amères;BONNE MAMAN;860013;Ambiant;Pot de 30 g. Colis de 60 pots. ;colis; 26,46 EUR; 14,70 EUR / kg;  0,44 EUR / pot;30 jour(s)
Épicerie;Confiture extra framboise;BONNE MAMAN;860014;Ambiant;Pot de 30 g. Colis de 60 pots. ;colis; 36,78 EUR; 20,43 EUR / kg;  0,61 EUR / pot;30 jour(s)
Épicerie;Sucre en morceau Enveloppé. individuellement. mélange ambre/blanc;LA PERRUCHE;860882;Ambiant;Par boite de 2.5 kg. Colis de 4 boites. ;boite; 29,31 EUR; 11,72 EUR / kg;117,23 EUR / colis;
Épicerie;Corn flakes original;KELLOGG'S;860940;Ambiant;Portion de 500 g. Colis de 8 portions. ;colis; 31,28 EUR;  7,82 EUR / kg;  3,91 EUR / Portion;30 jour(s)
Épicerie;Pate a tartiner chocolat. noisette bio;JARDIN BIO ETIC;860941;Ambiant;Par pot de 750 g. Colis de 6 pots. ;pot;  8,24 EUR; 10,98 EUR / kg; 49,42 EUR / colis;30 jour(s)
Fruits et Légumes;Ail 5/7. catégorie 1;STKFL;867441;Frais;Par filet de 1 kg. ;filet;  7,56 EUR;  7,56 EUR / kg;;
Crèmerie Œufs Fromages;Lait en poudre demi écrémé. 14 % m.g.,  granulé;MATINES;868924;Ambiant;Par sachet de 500 g. Colis de 10 sachets. ;sachet;  4,81 EUR;  9,63 EUR / kg; 48,14 EUR / colis;30 jour(s)
Boissons;Jus d'orange pur premium;PLEIN FRUIT;869379;Ambiant;Brick de 1 litre. Colis de 6 bricks. ;colis; 16,94 EUR;  2,82 EUR / L;  2,82 EUR / brick;30 jour(s)
Boissons;Pur jus de pomme gala;PLEIN FRUIT;869395;Ambiant;Brick de 1 litre. Colis de 6 bricks. ;colis; 10,85 EUR;  1,81 EUR / L;  1,81 EUR / brick;30 jour(s)
Fruits et Légumes;Coeur de romaine x2. catégorie 1;STKFL;870322;Frais;Par sachet de 500 g. Colis de 8 sachets. ;sachet;  2,12 EUR;  4,24 EUR / kg; 16,95 EUR / colis;
Accompagnements Assaisonnement;Vinaigre balsamique de Modène. igp;BORGES;873244;Ambiant;Par bouteille de 2 litre. Colis de 6 bouteilles. ;bouteille; 13,73 EUR;  6,86 EUR / L; 82,37 EUR / colis;30 jour(s)
Poissons Coquillages Crustacés;Gambas entière crue. argentine sauvage;;873425;Surgele;Par boite de 2 kg. Colis de 6 boites. ;boite; 24,91 EUR; 12,45 EUR / kg;149,45 EUR / colis;30 jour(s)
Viandes Volailles Gibier;Joue de porc frais ou. décongelée;BEAUVALLET RESTAURATION;873432;Frais;Portion de 1 kg. Barquette de 2 portions. ;barquette; 27,79 EUR; 13,90 EUR / kg; 13,90 EUR / Portion;3 jour(s)
Viandes Volailles Gibier;Paleron de boeuf;;873467;Frais;Par kilo. ;kilo; 11,72 EUR; 11,72 EUR / kg;;7 jour(s)
Crèmerie Œufs Fromages;Petit billy. 15% m.g.. pièce de 200g;PETIT BILLY;873732;Frais;Plaque de 200 g. Colis de 6 plaques. ;colis; 21,51 EUR; 17,93 EUR / kg;  3,59 EUR / plaque;7 jour(s)
Crèmerie Œufs Fromages;Coeur de Neufchatel au. lait cru, 25 % m.g.;LES CATELIERS;873747;Frais;Pièce de 200 g. Colis de 6 pièces. ;colis; 17,44 EUR; 14,53 EUR / kg;  2,91 EUR / pièce;7 jour(s)
Épicerie;Oreillons de peches préservées. qualité pâtisserie;LEGAVE;873778;Ambiant;Par boite 4/4 de 820 g. Colis de 12 boites 4/4. ;boite 4/4;  2,25 EUR;  2,74 EUR / kg; 27,00 EUR / colis;30 jour(s)
Pains Viennoiserie Pâtes;Baguette 1778 précuites. sur four à sole de pierre. longueur de 45 cm;BRIDOR;874353;Surgele;Portion de 280 g. Colis de 25 portions. ;colis; 17,58 EUR;  2,51 EUR / kg;  0,70 EUR / Portion;30 jour(s)
Accompagnements Assaisonnement;Tomates entières pelées;CIRIO;874675;Ambiant;Par boite 3/1 de 2.5 kg. Colis de 6 boites 3/1. ;boite 3/1;  5,39 EUR;  2,16 EUR / kg; 32,34 EUR / colis;30 jour(s)
Fruits et Légumes;Céleri rave. catégorie 1;STKFL;877049;Frais;Par pièce de 1 kg. Colis de 8 pièces. ;pièce;  1,95 EUR;  1,95 EUR / kg; 15,62 EUR / colis;
Crèmerie Œufs Fromages;Camembert 21 % m.g. bio;PRESIDENT;900012;Frais;Portion de 31.25 g. Boite de 8 portions. ;boite;  4,75 EUR; 18,98 EUR / kg;  0,59 EUR / Portion;7 jour(s)
Desserts Glaces;Compote pomme. allegee en sucre;CHARLES & ALICE;900311;Ambiant;Portion de 100 g. Colis de 120 portions. ;colis; 20,90 EUR;  1,74 EUR / kg;  0,17 EUR / Portion;30 jour(s)
Crèmerie Œufs Fromages;Tomme brebis;PRESIDENT PRO;900800;Frais;Par barquette de 400 g. Colis de 8 barquettes. ;barquette;  8,45 EUR; 21,12 EUR / kg; 67,58 EUR / colis;7 jour(s)
Crèmerie Œufs Fromages;Yaourt nature;NOVA;900805;Frais;Lot de 500 g. Colis de 12 lots. Lot de 4 portions. ;colis; 10,42 EUR;  1,74 EUR / kg;  0,87 EUR / lot;5 jour(s)
Épicerie;Sucre canne bio. bûchette de 5 g;;900859;Ambiant;Portion de 5 g. Colis de 1000 portions. ;colis; 24,76 EUR;  4,95 EUR / kg;  0,02 EUR / Portion;
Pains Viennoiserie Pâtes;Croissant pur beurre. pret à cuire;BRIDOR;900868;Surgele;Portion de 40 g. Colis de 165 portions. ;colis; 39,40 EUR;  5,97 EUR / kg;  0,24 EUR / Portion;30 jour(s)
Accompagnements Assaisonnement;Quinoa gourmand. bio;TIPIAK RESTAURATION;910255;Ambiant;Par sac de 4.5 kg. ;sac; 26,96 EUR;  5,99 EUR / kg;;30 jour(s)
Fruits et Légumes;Pousse haricot mungo. sachet 1kg. colis par 5;WOSTIN;928426;Frais;Par sachet de 1 kg. Colis de 5 sachets. ;sachet;  1,79 EUR;  1,79 EUR / kg;  8,93 EUR / colis;3 jour(s)
Crèmerie Œufs Fromages;Chavroux 13.3 % m.g.;CHAVROUX;930216;Frais;Lot de 480 g. Colis de 6 lots. Lot de 24 portions. ;colis; 70,92 EUR; 24,63 EUR / kg; 11,82 EUR / lot;7 jour(s)
Crèmerie Œufs Fromages;Gouda 30% m.g. bio;LA VIE DE CHATEAU;930495;Frais;Portion de 20 g. Colis de 100 portions. ;colis; 32,58 EUR; 16,29 EUR / kg;  0,33 EUR / Portion;7 jour(s)
Charcuterie Traiteur;Saucisse de volaille étuvée;;940234;Frais;Portion de 50 g. Sachet de 20 portions. ;sachet;  7,54 EUR;  7,54 EUR / kg;  0,38 EUR / Portion;7 jour(s)
Crèmerie Œufs Fromages;oeuf dur écalé. calibre 43/53;OVOTEAM;940737;Frais;Portion de 36 g. Plaque de 40 portions. ;plaque; 13,62 EUR;  9,46 EUR / kg;  0,34 EUR / Portion;7 jour(s)
Boissons;Jus multifruit;PLEIN FRUIT;950073;Ambiant;Bouteille de 1 litre. Colis de 6 bouteilles. ;colis; 10,46 EUR;  1,74 EUR / L;  1,74 EUR / bouteille;30 jour(s)
Crèmerie Œufs Fromages;Blanc d'oeuf liquide;SERVIS OEUF;950227;Frais;Par brick de 1 kg. Colis de 8 bricks. ;brick;  3,62 EUR;  3,62 EUR / kg; 28,94 EUR / colis;7 jour(s)
Boissons;Nestlé pure life;NESTLE PURE LIFE;950415;Ambiant;Portion de 500 ml. Colis de 24 portions. ;colis;  6,90 EUR;  0,58 EUR / L;  0,29 EUR / Portion;30 jour(s)
Crèmerie Œufs Fromages;Burrata 19 % m.g.;AMBROSI;950486;Frais;Par pot de 120 g. Colis de 6 pots. ;pot;  2,28 EUR; 18,99 EUR / kg; 13,67 EUR / colis;5 jour(s)
Pains Viennoiserie Pâtes;Pavé de campagne précuit. sur sole. pièce de 50 g;BRIDOR;950799;Surgele;Portion de 50 g. Colis de 130 portions. ;colis; 20,45 EUR;  3,15 EUR / kg;  0,16 EUR / Portion;30 jour(s)
Desserts Glaces;Canelé de Bordeaux bouchée. de 17 g.;CANELE DE BORDEAUX;950895;Surgele;Portion de 17 g. Colis de 200 portions. ;colis; 46,14 EUR; 13,57 EUR / kg;  0,23 EUR / Portion;30 jour(s)
Fruits et Légumes;Citron 4/5. catégorie 1;STKFL;950925;Frais;Par filet de 1 kg. ;filet;  2,85 EUR;  2,85 EUR / kg;;
Desserts Glaces;Tarte aux pommes bio. prédecoupée x 12 parts;BONCOLAC;961195;Surgele;Par pièce de 850 g. Colis de 6 pièces. ;pièce;  7,56 EUR;  8,90 EUR / kg; 45,37 EUR / colis;30 jour(s)
Pains Viennoiserie Pâtes;Pain au chocolat pur beurre. pret à cuire;BRIDOR;961232;Surgele;Portion de 65 g. Colis de 90 portions. ;colis; 38,68 EUR;  6,61 EUR / kg;  0,43 EUR / Portion;30 jour(s)
Pains Viennoiserie Pâtes;Mini pain au raisin. au beurre fin, pret à cuire;BRIDOR;961233;Surgele;Portion de 30 g. Colis de 260 portions. ;colis; 64,76 EUR;  8,30 EUR / kg;  0,25 EUR / Portion;30 jour(s)
Pains Viennoiserie Pâtes;Mini pain au chocolat au. beurre fin, pret à cuire;BRIDOR;961235;Surgele;Portion de 28 g. Colis de 260 portions. ;colis; 50,12 EUR;  6,89 EUR / kg;  0,19 EUR / Portion;30 jour(s)
Pains Viennoiserie Pâtes;Mini croissant au beurre fin. pret à cuire;BRIDOR;961236;Surgele;Portion de 20 g. Colis de 260 portions. ;colis; 40,70 EUR;  7,83 EUR / kg;  0,16 EUR / Portion;30 jour(s)
Desserts Glaces;Compote de pommes allégée en. sucres bio;CHARLES & ALICE;961502;Ambiant;Par boite 5/1 de 4.25 kg. Colis de 3 boites 5/1. ;boite 5/1; 11,81 EUR;  2,78 EUR / kg; 35,43 EUR / colis;30 jour(s)
Viandes Volailles Gibier;Rôti longe de porc vpf;BEAUVALLET RESTAURATION;961705;Frais;Par pièce de 2 kg. ;pièce; 17,82 EUR;  8,91 EUR / kg;;7 jour(s)
Fruits et Légumes;Citron vert. catégorie 1;STKFL;966024;Frais;Portion de 93.75 g. Colis de 48 portions. ;colis; 12,84 EUR;  2,85 EUR / kg;  0,27 EUR / Portion;
Fruits et Légumes;Carotte. 20/30 - catégorie 1. origine France;STKFL;966063;Frais;Par sac de 5 kg. ;sac;  4,99 EUR;  1,00 EUR / kg;;
Fruits et Légumes;Ail 60/80. catégorie 1;STKFL;966148;Frais;Par colis de 5 kg. ;colis; 27,63 EUR;  5,53 EUR / kg;;
Fruits et Légumes;Framboise. catégorie 1. barquette de 125 g;DRISCOLL'S;966498;Frais;Par barquette de 125 g. ;barquette;  3,75 EUR; 30,01 EUR / kg;;
Fruits et Légumes;Endive. catégorie 1 - origine France. colis de 5 kg;STKFL;966534;Frais;Par colis de 5 kg. ;colis; 12,19 EUR;  2,44 EUR / kg;;
Fruits et Légumes;Ananas victoria avion. calibre a7. pièce de 800 g;STKFL;966545;Frais;Pièce de 800 g. Colis de 7 pièces. ;colis; 37,31 EUR;  6,66 EUR / kg;  5,33 EUR / pièce;
Fruits et Légumes;Grenade. calibre 320 g. catégorie 1;STKFL;966580;Frais;Pièce de 316 g. Colis de 12 pièces. ;colis; 22,75 EUR;  6,00 EUR / kg;  1,90 EUR / pièce;
Fruits et Légumes;Fenouil. catégorie 1;STKFL;966697;Frais;Par colis de 5 kg. ;colis; 11,15 EUR;  2,23 EUR / kg;;
Fruits et Légumes;Tomate cerise. catégorie 1;STKFL;966755;Frais;Par colis de 4 kg. ;colis; 17,23 EUR;  4,31 EUR / kg;;
Fruits et Légumes;Concombre 4/5. catégorie 1;STKFL;966776;Frais;Pièce de 450 g. Colis de 12 pièces. ;colis; 10,75 EUR;  1,99 EUR / kg;  0,90 EUR / pièce;
Fruits et Légumes;Champignon girolle. catégorie 1. barquette de 1 kg;STKFL;966806;Frais;Par colis de 1 kg. ;colis; 14,81 EUR; 14,81 EUR / kg;;
Fruits et Légumes;Tomate cerise. catégorie 1. barquette de 250 g;STKFL;966837;Frais;Par barquette de 250 g. Colis de 9 barquettes. ;barquette;  1,27 EUR;  5,07 EUR / kg; 11,40 EUR / colis;
Fruits et Légumes;Tomate cerise allongée. catégorie 1;STKFL;966839;Frais;Par barquette de 250 g. Colis de 12 barquettes. ;barquette;  1,06 EUR;  4,24 EUR / kg; 12,72 EUR / colis;
Fruits et Légumes;Poivron vert GG. catégorie 1;STKFL;966911;Frais;Par colis de 5 kg. ;colis; 10,81 EUR;  2,16 EUR / kg;;
Fruits et Légumes;Poivron jaune GG. catégorie 1;STKFL;966992;Frais;Par colis de 5 kg. ;colis; 13,58 EUR;  2,72 EUR / kg;;
Fruits et Légumes;Melon vert 1400/1800. catgorie 1. colis par 8;STKFL;967133;Frais;Pièce de 1.5 kg. Colis de 8 pièces. ;colis; 25,93 EUR;  2,16 EUR / kg;  3,24 EUR / pièce;
Fruits et Légumes;Raisins blancs Italia. catégorie 1;STKFL;967161;Frais;Par colis de 5 kg. ;colis; 10,81 EUR;  2,16 EUR / kg;;
Fruits et Légumes;Poivron rouge GG. catégorie 1;STKFL;967238;Frais;Par colis de 5 kg. ;colis; 13,58 EUR;  2,72 EUR / kg;;
Fruits et Légumes;Roquette. catégorie 1. barquette de 1 kg;STKFL;967289;Frais;Par barquette de 1 kg. ;barquette;  5,49 EUR;  5,49 EUR / kg;;3 jour(s)
Fruits et Légumes;Pommes bicolore 136/165. catégorie 1. France;STKFL;967385;Frais;Par sachet de 2 kg. ;sachet;  3,35 EUR;  1,68 EUR / kg;;
Fruits et Légumes;Kiwi gold. calibre 33. catégorie 1;AFL;967607;Frais;Pièce de 92 g. Colis de 52 pièces. ;colis; 40,82 EUR;  8,53 EUR / kg;  0,79 EUR / pièce;
Fruits et Légumes;Pommes Granny 170/195. catégorie 1. France;STKFL;967887;Frais;Par colis de 4 kg. ;colis;  8,64 EUR;  2,16 EUR / kg;;
Fruits et Légumes;Pousse épinard. catégorie 1. France;STKFL;967964;Frais;Par barquette de 1 kg. ;barquette;  5,67 EUR;  5,67 EUR / kg;;3 jour(s)
Fruits et Légumes;Patate douce. catégorie 1. colis de 2 kg;STKFL;968179;Frais;Par colis de 2 kg. ;colis;  5,15 EUR;  2,58 EUR / kg;;
Fruits et Légumes;Carambole. catégorie 1. pièce de 104 g;STKFL;968188;Frais;Pièce de 104 g. Colis de 24 pièces. ;colis; 38,88 EUR; 15,58 EUR / kg;  1,62 EUR / pièce;
Fruits et Légumes;Chou vert frisé. catégorie;STKFL;968467;Frais;Pièce de 1.666 kg. Colis de 6 pièces. ;colis; 10,88 EUR;  1,09 EUR / kg;  1,81 EUR / pièce;
Fruits et Légumes;Pomme de terre. Franceline lavee 35/55. categorie 1;STKFL;968772;Frais;Par filet de 2.5 kg. ;filet;  2,84 EUR;  1,14 EUR / kg;;
Fruits et Légumes;Navet long blanc. catégorie 1;STKFL;968893;Frais;Par pièce de 400 g. Colis de 15 pièces. ;pièce;  1,83 EUR;  4,59 EUR / kg; 27,51 EUR / colis;
Fruits et Légumes;Haricot vert équeuté. catégorie 1;STKFL;968961;Frais;Par barquette de 500 g. ;barquette;  3,37 EUR;  6,73 EUR / kg;;3 jour(s)
Fruits et Légumes;Raisin blanc sans pépins. catégorie 1;STKFL;969957;Frais;Par barquette de 500 g. Colis de 10 barquettes. ;barquette;  2,67 EUR;  5,35 EUR / kg; 26,73 EUR / colis;
Charcuterie Traiteur;Merguez sans boyau *Halal;;970128;Surgele;Par colis de 5 kg. ;colis; 63,30 EUR; 12,66 EUR / kg;;30 jour(s)
Poissons Coquillages Crustacés;Gambas crue élevée black tiger. calibre 16/20;ROYAL BLUE;970541;Surgele;Par boite de 800 g. Colis de 10 boites. ;boite; 12,65 EUR; 15,81 EUR / kg;126,46 EUR / colis;30 jour(s)
Fruits et Légumes;Betterave Chioggia crue. catégorie 1;AFL;970838;Frais;Par colis de 5 kg. ;colis; 13,09 EUR;  2,62 EUR / kg;;
Fruits et Légumes;Asperge verte 16/24. catégorie 1;STKFL;970968;Frais;Par pièce de 420 g. Colis de 8 pièces. ;pièce;  6,76 EUR; 16,09 EUR / kg; 54,07 EUR / colis;
Fruits et Légumes;Mini fenouil. catégorie 1. barquette 400g;STKFL;970982;Frais;Barquette de 400 g. Colis de 4 barquettes. ;colis; 44,74 EUR; 27,97 EUR / kg; 11,19 EUR / barquette;
Fruits et Légumes;Pommes Royal Gala 170 / 195. catégorie 1. France;STKFL;971052;Frais;Par colis de 4 kg. ;colis;  7,26 EUR;  1,81 EUR / kg;;
Fruits et Légumes;Celeri branche. catégorie 1;STKFL;971188;Frais;Par pièce de 700 g. Colis de 10 pièces. ;pièce;  1,86 EUR;  2,66 EUR / kg; 18,59 EUR / colis;
Fruits et Légumes;Ananas sweet B9. catégorie 1;STKFL;971376;Frais;Pièce de 1.28 kg. Colis de 9 pièces. ;colis; 15,92 EUR;  1,38 EUR / kg;  1,77 EUR / pièce;
