Rayon;Libellé produit;Marque;Code Produit;Température;Conditionnement;Unité de commande;Prix;Prix à l'unité de mesure;Prix à la portion;DLC garantie au client
Viandes Volailles Gibier;Filet mignon de veau V;BEAUVALLET RESTAURATION;480228;Frais;Par pièce de 1.1 kg. ;pièce; 30,91 EUR; 28,10 EUR / kg;;7 jour(s)
Viandes Volailles Gibier;Sauté de veau V épaule/ bas. carré self frais ou décongelé;PRIMBEEF;480327;Frais;Par sachet de 2 kg. ;sachet; 31,80 EUR; 15,90 EUR / kg;;7 jour(s)
Viandes Volailles Gibier;Escalope noix de veau V;BEAUVALLET RESTAURATION;480368;Frais;Portion de 160 g. Sachet de 10 portions. ;sachet; 43,05 EUR; 26,91 EUR / kg;  4,31 EUR / Portion;7 jour(s)
Viandes Volailles Gibier;Carré d'agneau 13 côtes;BEAUVALLET RESTAURATION;480541;Frais;Par pièce de 1.3 kg. ;pièce; 34,18 EUR; 26,30 EUR / kg;;7 jour(s)
Viandes Volailles Gibier;Souris d'agneau frais ou. décongelée;BEAUVALLET RESTAURATION;480657;Frais;Portion de 400 g. Poche de 3 portions. ;poche; 20,50 EUR; 17,08 EUR / kg;  6,83 EUR / Portion;7 jour(s)
Viandes Volailles Gibier;Navarin épaule d'agneau. sans os;BEAUVALLET RESTAURATION;480665;Frais;Par sachet de 2 kg. ;sachet; 38,28 EUR; 19,14 EUR / kg;;7 jour(s)
Viandes Volailles Gibier;Carré de porc 10 côtes. dévertébrées;BEAUVALLET RESTAURATION;480772;Frais;Par pièce de 3 kg. ;pièce; 29,85 EUR;  9,95 EUR / kg;;7 jour(s)
Viandes Volailles Gibier;Rôti d'échine de porc;BEAUVALLET RESTAURATION;480814;Frais;Par pièce de 2 kg. ;pièce; 18,02 EUR;  9,01 EUR / kg;;7 jour(s)
Viandes Volailles Gibier;Sauté d'épaule de porc;PRIMBEEF;480848;Frais;Par sachet de 2 kg. ;sachet; 16,22 EUR;  8,11 EUR / kg;;7 jour(s)
Viandes Volailles Gibier;Emincé de porc;PRIMBEEF;480913;Frais;Par sachet de 2 kg. ;sachet; 19,96 EUR;  9,98 EUR / kg;;7 jour(s)
Boissons;Eau minérale evian. pet;EVIAN;484410;Ambiant;Bouteille de 1.5 litre. Colis de 6 bouteilles. ;colis;  8,07 EUR;  0,90 EUR / L;  1,35 EUR / bouteille;30 jour(s)
Charcuterie Traiteur;Mortadelle pur porc trancheé. tranche de 10 g;LES TREFINES;484519;Frais;Portion de 10 g. Barquette de 50 portions. ;barquette;  4,31 EUR;  8,62 EUR / kg;  0,09 EUR / Portion;7 jour(s)
Fruits et Légumes;Raisin red globe. catégorie 1;STKFL;485237;Frais;Par colis de 5 kg. ;colis; 13,58 EUR;  2,72 EUR / kg;;
Crèmerie Œufs Fromages;Lait entier. coupelle de 9.7 ml;LACTEL;485409;Frais;Portion de 10 g. Colis de 240 portions. ;colis;  9,53 EUR;  3,97 EUR / kg;  0,04 EUR / Portion;7 jour(s)
Boissons;Perrier;PERRIER;487652;Ambiant;Bouteille de 1 litre. Colis de 12 bouteilles. ;colis; 17,18 EUR;  1,43 EUR / L;  1,43 EUR / bouteille;30 jour(s)
Boissons;Limonade blanche Steff;STEFF;488270;Ambiant;Bouteille de 1.5 litre. Colis de 6 bouteilles. ;colis;  2,97 EUR;  0,33 EUR / L;  0,50 EUR / bouteille;30 jour(s)
Viandes Volailles Gibier;Steak hachéVBF. sélection du boucher 15%mg. forme ronde;CHARAL;488429;Surgele;Portion de 150 g. Colis de 40 portions. ;colis; 85,80 EUR; 14,30 EUR / kg;  2,15 EUR / Portion;30 jour(s)
Charcuterie Traiteur;Truite fumée. décongelée;MOULIN DU CAOULEY;492041;Frais;Plaque de 400 g. Colis de 6 plaques. ;colis; 72,08 EUR; 30,03 EUR / kg; 12,01 EUR / plaque;7 jour(s)
Crèmerie Œufs Fromages;Beurre micro pain demi sel;PAYSAN BRETON;494294;Frais;Portion de 10 g. Boite de 100 portions. ;boite; 10,40 EUR; 10,40 EUR / kg;  0,10 EUR / Portion;7 jour(s)
Crèmerie Œufs Fromages;Beurre micropain doux;PAYSAN BRETON;494302;Frais;Portion de 10 g. Boite de 100 portions. ;boite; 10,40 EUR; 10,40 EUR / kg;  0,10 EUR / Portion;7 jour(s)
Crèmerie Œufs Fromages;Lait demi écrémé uht;LAIT D'ICI;495176;Frais;Brick de 1 litre. Colis de 6 bricks. ;colis;  5,79 EUR;  0,97 EUR / L;  0,97 EUR / brick;7 jour(s)
Épicerie;Confiture fraises;BONNE MAMAN;499991;Ambiant;Pot de 750 g. Colis de 6 pots. ;colis; 32,91 EUR;  7,31 EUR / kg;  5,49 EUR / pot;30 jour(s)
Épicerie;Confiture abricots;BONNE MAMAN;499992;Ambiant;Pot de 750 g. Colis de 6 pots. ;colis; 28,03 EUR;  6,23 EUR / kg;  4,67 EUR / pot;30 jour(s)
Équipement Hygiène;Mouchoir blanc 2 plis. tork. boite de 100;TORK;501834;Ambiant;Colis de 30 boites. ;colis; 38,10 EUR;;  1,27 EUR / boite;
Pâtisserie Biscuiterie Confiserie;Mon cake marbrée. cacao;KER CADELAC;502379;Ambiant;Pièce de 500 g. Colis de 12 pièces. ;colis; 39,58 EUR;  6,60 EUR / kg;  3,30 EUR / pièce;7 jour(s)
Épicerie;Thé english breakfast bio;PUKKA;507683;Ambiant;Boite de 50 g. Colis de 4 boites. Boite de 20 portions. ;colis; 19,82 EUR; 99,10 EUR / kg;  4,96 EUR / boite;30 jour(s)
Poissons Coquillages Crustacés;Filet de saumon avec peau sans. aretes. sous-vide;;509688;Ex.null;Pièce de 1.667 kg. Colis de 8 pièces. ;colis;193,66 EUR; 14,52 EUR / kg; 24,21 EUR / pièce;3 jour(s)
Équipement Hygiène;Sel adoucisseur eau. sac de 25 kg;AXAL PRO;526624;Ambiant;Par sac de 25 kg. ;sac;  9,42 EUR;  0,38 EUR / kg;;
Épicerie;Chocos pétales de blé au. chocolat;KELLOGG'S;531155;Ambiant;Par boite de 580 g. Colis de 16 boites. ;boite;  5,69 EUR;  9,80 EUR / kg; 90,98 EUR / colis;30 jour(s)
Épicerie;Citron déshyraté en rondelle. the fetichist;BAR SOLUTIONS;531529;Ambiant;Par barquette de 290 g. Colis de 20 barquettes. ;barquette; 22,50 EUR; 77,59 EUR / kg;450,00 EUR / colis;30 jour(s)
Épicerie;Citron vert déshydraté en. rondelle the fetichist;BAR SOLUTIONS;531530;Ambiant;Par barquette de 300 g. Colis de 17 barquettes. ;barquette; 30,00 EUR;100,00 EUR / kg;510,00 EUR / colis;30 jour(s)
Épicerie;Orange déshydratée en rondelle. the fetichist;BAR SOLUTIONS;531531;Ambiant;Par barquette de 280 g. Colis de 17 barquettes. ;barquette; 18,95 EUR; 67,68 EUR / kg;322,15 EUR / colis;30 jour(s)
Viandes Volailles Gibier;Nuggets de poulet pané 30%. halal;;539547;Surgele;Par sachet de 1 kg. Colis de 5 sachets. ;sachet;  5,66 EUR;  5,66 EUR / kg; 28,28 EUR / colis;30 jour(s)
Équipement Hygiène;Calot Papier Extra Blanc. perfore. boite de 100;JET;544718;Ambiant;Boite de 100 portions. ;boite;  4,81 EUR;;  0,05 EUR / Portion;
Équipement Hygiène;Papier toilette blanc. 2 plis. paquet de 252 formats;TORK;552349;Ambiant;Colis de 30 portions. ;colis; 25,39 EUR;;  0,85 EUR / Portion;
Crèmerie Œufs Fromages;Maroilles 26 % m.g. aop;JEAN MABUSE;556608;Frais;Par pièce de 720 g. Colis de 12 pièces. ;pièce; 10,48 EUR; 14,56 EUR / kg;125,76 EUR / colis;7 jour(s)
Fruits et Légumes;"Poivron rouge GG ""pp"". catégorie 1";STKFL;559685;Frais;Par colis de 5 kg. ;colis;  9,77 EUR;  1,95 EUR / kg;;
Équipement Hygiène;Desodorisant citron. aerosol de 750 ml. -;PUCK;583393;Ambiant;Par bombe de 750 ml. Colis de 12 bombes. ;bombe;  3,75 EUR;  5,01 EUR / L; 45,05 EUR / colis;
Viandes Volailles Gibier;Confit de canard 12 cuisses;SARRADE;593213;Ambiant;Par boite de 3.825 kg. Colis de 3 boites. ;boite; 47,33 EUR; 12,37 EUR / kg;141,98 EUR / colis;30 jour(s)
Desserts Glaces;Compotée de pêches;BONNE MAMAN;610610;Ambiant;Pot de 590 g. Colis de 6 pots. ;colis; 21,35 EUR;  6,03 EUR / kg;  3,56 EUR / pot;30 jour(s)
Poissons Coquillages Crustacés;Filet d'espadon;;613969;Frais;Par colis de 3 kg. ;colis; 72,85 EUR; 24,28 EUR / kg;;4 jour(s)
Poissons Coquillages Crustacés;Salicorne;;613978;Frais;Par colis de 1 kg. ;colis; 14,24 EUR; 14,24 EUR / kg;;5 jour(s)
Viandes Volailles Gibier;Filet de poulet pané cuit. piéce de 110 g;MAITRE COQ PRO;616650;Surgele;Portion de 2.5 kg. Colis de 2 portions. ;colis; 56,87 EUR; 11,37 EUR / kg; 28,43 EUR / Portion;30 jour(s)
Crèmerie Œufs Fromages;oeuf entier liquide;OVOTEAM;618694;Frais;Par bidon de 2 kg. Colis de 6 bidons. ;bidon; 10,36 EUR;  5,18 EUR / kg; 62,18 EUR / colis;7 jour(s)
Poissons Coquillages Crustacés;Longe de thon albacore. décongelé msc;;618770;Frais;Par pièce de 2.75 kg. ;pièce; 81,60 EUR; 29,67 EUR / kg;;3 jour(s)
Crèmerie Œufs Fromages;Roquefort mini dés 31 % m.g.. aop;SOCIETE PROFESSIONNEL;619510;Frais;Par barquette de 500 g. Colis de 8 barquettes. ;barquette; 11,97 EUR; 23,94 EUR / kg; 95,75 EUR / colis;7 jour(s)
Charcuterie Traiteur;Confit canard purée pomme de. terre et persillade champignon;LA CANTINE DES CHEFS;623325;Frais;Bocal de 330 g. Colis de 7 bocaux. ;colis; 48,17 EUR; 20,85 EUR / kg;  6,88 EUR / bocal;7 jour(s)
Charcuterie Traiteur;Boulgour végétarien houmous. lentille corail petit légume. croquant;LA CANTINE DES CHEFS;623326;Frais;Bocal de 330 g. Colis de 7 bocaux. ;colis; 48,17 EUR; 20,85 EUR / kg;  6,88 EUR / bocal;15 jour(s)
Charcuterie Traiteur;Filet de poulet mariné pâtes. aux légumes et pesto basilic;LA CANTINE DES CHEFS;623328;Frais;Bocal de 330 g. Colis de 7 bocaux. ;colis; 48,17 EUR; 20,85 EUR / kg;  6,88 EUR / bocal;15 jour(s)
Charcuterie Traiteur;Joue de boeuf confite moutarde. purée pomme de terre;LA CANTINE DES CHEFS;623329;Frais;Bocal de 330 g. Colis de 7 bocaux. ;colis; 48,17 EUR; 20,85 EUR / kg;  6,88 EUR / bocal;15 jour(s)
Charcuterie Traiteur;Pate légume et pesto basilic;LA CANTINE DES CHEFS;623330;Frais;Bocal de 330 g. Colis de 7 bocaux. ;colis; 48,17 EUR; 20,85 EUR / kg;  6,88 EUR / bocal;7 jour(s)
Viandes Volailles Gibier;Jarret arrière d'agneau;;623679;Surgele;Par colis de 8 kg. ;colis;132,30 EUR; 16,54 EUR / kg;;30 jour(s)
Charcuterie Traiteur;Escalope de foie gras canard. igp Sud Ouest;;623820;Surgele;Par poche de 1 kg. Colis de 5 poches. ;poche; 48,00 EUR; 48,00 EUR / kg;240,00 EUR / colis;30 jour(s)
Charcuterie Traiteur;Foie gras de canard deveiné. igp sud ouest;;623821;Surgele;Portion de 187.5 g. Poche de 16 portions. ;poche;148,50 EUR; 49,50 EUR / kg;  9,28 EUR / Portion;30 jour(s)
Desserts Glaces;Compotée pomme banane coco et. sirop d'érable;LA CANTINE DES CHEFS;624030;Frais;Bocal de 140 g. Colis de 11 bocaux. ;colis; 37,84 EUR; 24,57 EUR / kg;  3,44 EUR / bocal;15 jour(s)
Desserts Glaces;Crème onctueuse aux oeufs. vanillée;LA CANTINE DES CHEFS;624031;Frais;Bocal de 140 g. Colis de 11 bocaux. ;colis; 37,84 EUR; 24,57 EUR / kg;  3,44 EUR / bocal;15 jour(s)
Charcuterie Traiteur;Filet d'eglefin mariné,. risotto au parmesan et crème. de poivron anisé;LA CANTINE DES CHEFS;624033;Frais;Bocal de 330 g. Colis de 7 bocaux. ;colis; 48,17 EUR; 20,85 EUR / kg;  6,88 EUR / bocal;15 jour(s)
Charcuterie Traiteur;Macaroni bolo et concassé de. tomate;LA CANTINE DES CHEFS;624040;Frais;Bocal de 330 g. Colis de 7 bocaux. ;colis; 48,17 EUR; 20,85 EUR / kg;  6,88 EUR / bocal;15 jour(s)
Desserts Glaces;Moelleux chocolat et praliné;LA CANTINE DES CHEFS;624042;Frais;Bocal de 100 g. Colis de 11 bocaux. ;colis; 36,92 EUR; 33,56 EUR / kg;  3,36 EUR / bocal;15 jour(s)
Charcuterie Traiteur;Pâtes à la crème de fromage,. lardons et champignons;LA CANTINE DES CHEFS;624043;Frais;Bocal de 330 g. Colis de 7 bocaux. ;colis; 48,17 EUR; 20,85 EUR / kg;  6,88 EUR / bocal;15 jour(s)
Charcuterie Traiteur;Pulled pork gnocchis de pomme. de terre sauce bbq poivron;LA CANTINE DES CHEFS;624044;Frais;Bocal de 330 g. Colis de 7 bocaux. ;colis; 48,17 EUR; 20,85 EUR / kg;  6,88 EUR / bocal;15 jour(s)
Charcuterie Traiteur;Saucisse aux lentilles;LA CANTINE DES CHEFS;624045;Frais;Bocal de 330 g. Colis de 7 bocaux. ;colis; 48,17 EUR; 20,85 EUR / kg;  6,88 EUR / bocal;15 jour(s)
Charcuterie Traiteur;Filet de poulet mariné curry. risotto crémeux au parmesan. et champignons persillés;LA CANTINE DES CHEFS;624048;Frais;Bocal de 330 g. Colis de 7 bocaux. ;colis; 48,17 EUR; 20,85 EUR / kg;  6,88 EUR / bocal;15 jour(s)
Fruits et Légumes;Poireau. catégorie 2. France;STKFL;624311;Frais;Par colis de 5 kg. ;colis;  9,07 EUR;  1,81 EUR / kg;;
Charcuterie Traiteur;Carpaccio tranché iqf;AMURAL;624841;Surgele;Portion de 80 g. Colis de 30 portions. ;colis; 63,41 EUR; 26,42 EUR / kg;  2,11 EUR / Portion;30 jour(s)
Viandes Volailles Gibier;Rôti de veau épaule bas. carré self avec barde frais ou. décongelé;PRIMBEEF;625194;Frais;Par pièce de 2 kg. ;pièce; 31,59 EUR; 15,80 EUR / kg;;7 jour(s)
Viandes Volailles Gibier;Epaule de veau,. désossé, s/vide;BEAUVALLET NEGOCE;628578;Frais;Par pièce de 8 kg. ;pièce;133,16 EUR; 16,65 EUR / kg;;7 jour(s)
Crèmerie Œufs Fromages;Gorgonzola 1/8 de meule aop. 48 % m.g.;BARUFFALDI;629949;Frais;Par pièce de 1.5 kg. Colis de 4 pièces. ;pièce; 17,25 EUR; 11,50 EUR / kg; 68,99 EUR / colis;7 jour(s)
Pains Viennoiserie Pâtes;Pain de mie nature. dimension 10x10cm-24 tranches. longue conservation;HARRYS FOOD SERVICE;631291;Ambiant;Par paquet de 500 g. Colis de 8 paquets. ;paquet;  1,92 EUR;  3,84 EUR / kg; 15,35 EUR / colis;7 jour(s)
Épicerie;Infusion tilleul boîte 25. sachets fraicheur;LIPTON;635631;Ambiant;Portion de 1.6 g. Boite de 25 portions. ;boite;  4,10 EUR;102,43 EUR / kg;  0,16 EUR / Portion;30 jour(s)
Épicerie;Thé Yellow Label 25 sachets. fraicheur;LIPTON;635946;Ambiant;Portion de 1.8 g. Boite de 25 portions. ;boite;  2,88 EUR; 63,91 EUR / kg;  0,12 EUR / Portion;30 jour(s)
Crèmerie Œufs Fromages;Parmigiano reggiano aop rubans. 32 % m.g.;AMBROSI;638890;Frais;Par sachet de 500 g. Colis de 6 sachets. ;sachet; 12,02 EUR; 24,03 EUR / kg; 72,09 EUR / colis;7 jour(s)
Charcuterie Traiteur;Jambon de dinde tranché. halal;BERNI;639658;Frais;Portion de 25 g. Barquette de 20 portions. ;barquette;  5,45 EUR; 10,89 EUR / kg;  0,27 EUR / Portion;7 jour(s)
Crèmerie Œufs Fromages;Préparation panna cotta;GALBANI PRO;640268;Frais;Par brick de 1 litre. Colis de 6 bricks. ;brick;  6,23 EUR;  6,23 EUR / L; 37,35 EUR / colis;7 jour(s)
Épicerie;Thé noir English Breakfast. Feel Good selection;LIPTON;640839;Ambiant;Portion de 2 g. Boite de 25 portions. ;boite;  3,12 EUR; 62,44 EUR / kg;  0,12 EUR / Portion;30 jour(s)
Épicerie;Thé fruits rouges;LIPTON;640847;Ambiant;Portion de 1.6 g. Boite de 25 portions. ;boite;  3,43 EUR; 85,70 EUR / kg;  0,14 EUR / Portion;30 jour(s)
Épicerie;Thé vert menthe 25 sachets. fraicheur;LIPTON;641100;Ambiant;Portion de 1.6 g. Boite de 25 portions. ;boite;  3,42 EUR; 85,38 EUR / kg;  0,14 EUR / Portion;30 jour(s)
Épicerie;Thé noir Earl Grey;LIPTON;641118;Ambiant;Portion de 2 g. Boite de 25 portions. ;boite;  3,42 EUR; 68,30 EUR / kg;  0,14 EUR / Portion;30 jour(s)
Épicerie;Thé noir citron 25 sachets. fraicheur;LIPTON;641126;Ambiant;Portion de 1.6 g. Boite de 25 portions. ;boite;  3,43 EUR; 85,70 EUR / kg;  0,14 EUR / Portion;30 jour(s)
Épicerie;Belin Assortiment tradition. apéritif salé;BELIN;641357;Ambiant;Par boite de 720 g. Colis de 4 boites. ;boite; 13,03 EUR; 18,10 EUR / kg; 52,13 EUR / colis;30 jour(s)
Boissons;Mai tai cocktail. the fetichist;THE FETICHIST;641739;Ambiant;Par bag in box de 5 litre. ;bag in box; 75,00 EUR; 15,00 EUR / L;;
Charcuterie Traiteur;Jambon de Paris dd. plateau décalé;MADRANGE;642058;Frais;Portion de 40 g. Barquette de 20 portions. ;barquette; 11,06 EUR; 13,82 EUR / kg;  0,55 EUR / Portion;7 jour(s)
Équipement Hygiène;NEW YORK GOBELET FB 25CL;IN SITU;643712;Ambiant;Colis de 24 pièces. ;colis; 55,39 EUR;;  2,31 EUR / pièce;
Pains Viennoiserie Pâtes;Mini pain au chocolat beurre. aop Charentes-Poitou prõt Á. cuire recette Lenôtre;LENOTRE;644484;Surgele;Portion de 35 g. Colis de 210 portions. ;colis; 76,50 EUR; 10,41 EUR / kg;  0,36 EUR / Portion;30 jour(s)
Pains Viennoiserie Pâtes;Mini croissant au beurre aop. Charentes-Poitou prõt à cuire. recette Lenôtre;LENOTRE;644492;Surgele;Portion de 30 g. Colis de 195 portions. ;colis; 59,41 EUR; 10,16 EUR / kg;  0,30 EUR / Portion;30 jour(s)
Fruits et Légumes;Navet 60/80. catégorie 2. France;STKFL;647447;Frais;Par colis de 5 kg. ;colis;  8,38 EUR;  1,68 EUR / kg;;
Crèmerie Œufs Fromages;Lait en poudre demi écrémé;NESTLE;648204;Ambiant;Par poche de 500 g. Colis de 10 poches. ;poche;  6,73 EUR; 13,46 EUR / kg; 67,28 EUR / colis;30 jour(s)
Épicerie;Thé vert orient. Feel Good Selection;LIPTON;648246;Ambiant;Portion de 1.32 g. Boite de 25 portions. ;boite;  3,42 EUR;103,49 EUR / kg;  0,14 EUR / Portion;30 jour(s)
Pains Viennoiserie Pâtes;Pain de mie. cereales - dimension 12x12cm. longue conservation;HARRYS FOOD SERVICE;648766;Ambiant;Par paquet de 550 g. Colis de 10 paquets. ;paquet;  3,15 EUR;  5,72 EUR / kg; 31,46 EUR / colis;7 jour(s)
Accompagnements Assaisonnement;Oignon émincé;BONDUELLE FOOD SERVICE;648949;Surgele;Par sachet de 2.5 kg. Colis de 4 sachets. ;sachet;  8,03 EUR;  3,21 EUR / kg; 32,11 EUR / colis;30 jour(s)
Charcuterie Traiteur;Salami Danois tranché;BERNI;651828;Frais;Portion de 10 g. Barquette de 50 portions. ;barquette;  4,31 EUR;  8,62 EUR / kg;  0,09 EUR / Portion;7 jour(s)
Crèmerie Œufs Fromages;Tomme pasteurisé grise 25 %. m.g. au lait de montagne;LIVRADOIS;653196;Frais;Par pièce de 1.9 kg. Colis de 4 pièces. ;pièce; 17,23 EUR;  9,07 EUR / kg; 68,92 EUR / colis;7 jour(s)
Crèmerie Œufs Fromages;oeufs pochés calibre 43/53;OVOTEAM;653576;Frais;Portion de 48.8 g. Seau de 75 portions. ;seau; 45,37 EUR; 12,40 EUR / kg;  0,60 EUR / Portion;7 jour(s)
Crèmerie Œufs Fromages;Feta à la grecque au lait de. brebis 19 % m.g aop;HOTOS;653667;Frais;Par pain de 1 kg. Colis de 6 pains. ;pain; 17,99 EUR; 17,99 EUR / kg;107,92 EUR / colis;7 jour(s)
Épicerie;Café filtre dose collectivité. 50% arabica 50% robusta;MIKO;653972;Ambiant;Portion de 65 g. Colis de 48 portions. ;colis; 66,04 EUR; 21,17 EUR / kg;  1,38 EUR / Portion;30 jour(s)
Fruits et Légumes;Feuille chêne verte. catégorie 1. France;STKFL;657495;Frais;Pièce de 300 g. Colis de 6 pièces. ;colis;  6,80 EUR;  3,78 EUR / kg;  1,13 EUR / pièce;
Viandes Volailles Gibier;Paleron de veau;BEAUVALLET RESTAURATION;658583;Frais;Par poche de 1.1 kg. ;poche; 21,67 EUR; 19,70 EUR / kg;;7 jour(s)
Viandes Volailles Gibier;Tendron de veau V frais ou. décongelé;BEAUVALLET RESTAURATION;658609;Frais;Portion de 230 g. Colis de 5 portions. ;colis; 19,79 EUR; 17,21 EUR / kg;  3,96 EUR / Portion;7 jour(s)
Crèmerie Œufs Fromages;Beurre doux lingot;FLECHARD;664987;Frais;Pain de 1 kg. Colis de 10 pains. ;colis;117,20 EUR; 11,72 EUR / kg; 11,72 EUR / pain;7 jour(s)
Pains Viennoiserie Pâtes;Pain multicéréales. précuit sur sole;BRIDOR;665372;Surgele;Portion de 45 g. Colis de 60 portions. ;colis; 15,92 EUR;  5,90 EUR / kg;  0,27 EUR / Portion;30 jour(s)
Pains Viennoiserie Pâtes;Pain finedor précuit sur sole;LENOTRE;665380;Surgele;Portion de 45 g. Colis de 50 portions. ;colis; 13,75 EUR;  6,11 EUR / kg;  0,27 EUR / Portion;30 jour(s)
Pains Viennoiserie Pâtes;Pain aux fruits. précuit sur sole;BRIDOR;665406;Surgele;Portion de 180 g. Colis de 20 portions. ;colis; 33,34 EUR;  9,26 EUR / kg;  1,67 EUR / Portion;30 jour(s)
Accompagnements Assaisonnement;Crème de balsamique de Modène. igp;BORGES;668087;Ambiant;Par bouteille de 400 ml. Colis de 6 bouteilles. ;bouteille;  6,09 EUR; 15,23 EUR / L; 36,55 EUR / colis;30 jour(s)
Accompagnements Assaisonnement;Frite fry'n'dip;MC CAIN;669341;Surgele;Sachet de 2.5 kg. Colis de 5 sachets. ;colis; 32,64 EUR;  2,61 EUR / kg;  6,53 EUR / sachet;30 jour(s)
Viandes Volailles Gibier;Aile de poulet tex mex. halal;PERE DODU;669671;Surgele;Par colis de 5 kg. ;colis; 31,68 EUR;  6,34 EUR / kg;;30 jour(s)
Desserts Glaces;Compote de pommes allégée. en sucres hve;ST MAMET;674580;Ambiant;Portion de 100 g. Colis de 120 portions. ;colis; 19,23 EUR;  1,60 EUR / kg;  0,16 EUR / Portion;30 jour(s)
Épicerie;Abricots moelleux n°4. standard;MAITRE PRUNILLE;676965;Ambiant;Par sachet de 1 kg. Colis de 8 sachets. ;sachet; 11,31 EUR; 11,31 EUR / kg; 90,46 EUR / colis;30 jour(s)
Accompagnements Assaisonnement;Cornichon extra fin;MARTIN'S;677120;Ambiant;Bocal de 360 g. Colis de 12 bocaux. ;colis; 20,64 EUR;  4,78 EUR / kg;  1,72 EUR / bocal;30 jour(s)
Pains Viennoiserie Pâtes;Pain de mie sans croûte. dimension 12 x 12 cm. longue conservation;HARRYS FOOD SERVICE;679027;Ambiant;Par sachet de 500 g. Colis de 10 sachets. ;sachet;  3,25 EUR;  6,49 EUR / kg; 32,45 EUR / colis;7 jour(s)
Fruits et Légumes;Echalote longue. catégorie 1. France;STKFL;679655;Frais;Par filet de 1 kg. ;filet;  2,30 EUR;  2,30 EUR / kg;;
Accompagnements Assaisonnement;Baked beans;HEINZ;680686;Ambiant;Par boite de 2.62 kg. Colis de 6 boites. ;boite;  8,89 EUR;  3,39 EUR / kg; 53,35 EUR / colis;30 jour(s)
Viandes Volailles Gibier;Sauté de dinde sans os, sans. peau;LE GAULOIS PROF;682039;Frais;Poche de 2.5 kg. Colis de 2 poches. ;colis; 37,93 EUR;  7,59 EUR / kg; 18,97 EUR / poche;7 jour(s)
Épicerie;Infusion verveine Feel Good. sélection;LIPTON;699737;Ambiant;Portion de 1.48 g. Boite de 25 portions. ;boite;  3,55 EUR; 96,05 EUR / kg;  0,14 EUR / Portion;30 jour(s)
Viandes Volailles Gibier;Filet de poulet halal;;716069;Frais;Par barquette de 2.5 kg. Colis de 4 barquettes. ;barquette; 21,58 EUR;  8,63 EUR / kg; 86,31 EUR / colis;3 jour(s)
Poissons Coquillages Crustacés;Sole;;716326;Frais;Par pièce de 450 g. ;pièce; 24,39 EUR; 54,20 EUR / kg;;
Poissons Coquillages Crustacés;Sole;;716327;Frais;Par pièce de 550 g. ;pièce; 30,49 EUR; 55,43 EUR / kg;;
Fruits et Légumes;Tomate grappe. catégorie 1;STKFL;724114;Frais;Par colis de 5 kg. ;colis;  8,73 EUR;  1,75 EUR / kg;;
Poissons Coquillages Crustacés;Saumon fumé norvège tranché. machine;;741406;Frais;Par plaque de 1 kg. Colis de 10 plaques. ;plaque; 26,29 EUR; 26,29 EUR / kg;262,90 EUR / colis;3 jour(s)
Fruits et Légumes;Feuille chêne rouge. catégorie 1. France;STKFL;742698;Frais;Pièce de 300 g. Colis de 6 pièces. ;colis;  6,80 EUR;  3,78 EUR / kg;  1,13 EUR / pièce;
Fruits et Légumes;Batavia. catégorie 1. France;STKFL;742701;Frais;Pièce de 300 g. Colis de 6 pièces. ;colis;  6,80 EUR;  3,78 EUR / kg;  1,13 EUR / pièce;
Fruits et Légumes;OIGNON ROUGE 60/80. CATEGORIE 1. FRANCE;STKFL;767373;Frais;Par filet de 1 kg. Colis de 100 filets. ;filet;  1,45 EUR;  1,45 EUR / kg;145,40 EUR / colis;
Fruits et Légumes;Oignon jaune 60/80. catégorie 1. France;STKFL;767377;Frais;Par filet de 1 kg. Colis de 100 filets. ;filet;  0,82 EUR;  0,82 EUR / kg; 81,70 EUR / colis;
Épicerie;Chocolat en poudre 32%. Max Havelaar bio;MONBANA;769175;Ambiant;Portion de 15 g. Colis de 100 portions. ;colis; 32,50 EUR; 21,66 EUR / kg;  0,32 EUR / Portion;30 jour(s)
Fruits et Légumes;Carotte. catégorie 1. France;STKFL;785387;Frais;Par sachet de 1.5 kg. ;sachet;  2,13 EUR;  1,42 EUR / kg;;
Épicerie;Corn flakes;KELLOGG'S;786160;Ambiant;Par boite de 500 g. Colis de 14 boites. ;boite;  5,27 EUR; 10,53 EUR / kg; 73,71 EUR / colis;30 jour(s)
Desserts Glaces;Feuille de génoise nature. dimension 580 x 380 x 8mm. pochon de 7 feuilles;JEAN DUCOURTIEUX;786368;Ambiant;Portion de 400 g. Colis de 14 portions. ;colis; 64,57 EUR; 11,53 EUR / kg;  4,61 EUR / Portion;7 jour(s)
Viandes Volailles Gibier;"Paupiette de veau ""V"" frais. ou décongeléee";BEAUVALLET RESTAURATION;800065;Frais;Portion de 180 g. Colis de 5 portions. ;colis; 14,86 EUR; 16,51 EUR / kg;  2,97 EUR / Portion;7 jour(s)
Crèmerie Œufs Fromages;Crème excellence cuisine et. pâtisserie uht;ELLE & VIRE;800079;Frais;Brick de 1 litre. Colis de 6 bricks. ;colis; 37,86 EUR;  6,31 EUR / L;  6,31 EUR / brick;7 jour(s)
Accompagnements Assaisonnement;Lentilles vertes bio;SABAROT;800272;Ambiant;Par sac de 5 kg. ;sac; 21,53 EUR;  4,31 EUR / kg;;30 jour(s)
